"id"	"sex"	"age"	"height"	"weight"	"headband"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"eyepatch"	"sword.time"	"beard.length"	"fav.pixar"	"grogg"
"955"	955	"male"	25	190.45	89.2	"yes"	"CCCC"	13	6	0	"Edward Low"	"cutlass"	1	0.1	33	"Inside Out"	8
"956"	956	"female"	28	159.25	65.2	"yes"	"CCCC"	9	4	4	"Jack Sparrow"	"cutlass"	1	2.25	0	"Monsters, Inc."	15
"957"	957	"male"	29	184.08	78.4	"yes"	"JSSFP"	13	3	1	"Jack Sparrow"	"cutlass"	1	1.39	22	"Monsters, Inc."	7
"958"	958	"female"	26	177.58	82.4	"yes"	"CCCC"	9	26	3	"Lewis Scot"	"cutlass"	0	0.71	0	"Finding Nemo"	5
"959"	959	"female"	33	155.14	59	"yes"	"JSSFP"	8	1	10	"Lewis Scot"	"cutlass"	1	0.68	0	"Inside Out"	13
"960"	960	"male"	16	170.67	76.3	"yes"	"CCCC"	8	14	1	"Jack Sparrow"	"sabre"	0	3.3	16	"The Incredibles"	12
"961"	961	"female"	29	181.33	71.2	"yes"	"CCCC"	13	10	2	"Lewis Scot"	"cutlass"	1	0.21	0	"Inside Out"	15
"962"	962	"female"	30	151.54	56.5	"yes"	"JSSFP"	9	12	3	"Lewis Scot"	"cutlass"	0	0.18	1	"WALL-E"	7
"963"	963	"male"	19	147.74	59.9	"yes"	"CCCC"	11	7	3	"Jack Sparrow"	"cutlass"	1	0.02	16	"Brave"	6
"964"	964	"male"	30	172.6	69.2	"yes"	"CCCC"	12	23	0	"Jack Sparrow"	"cutlass"	1	2.18	30	"A Bug's Life"	10
"965"	965	"male"	24	180.18	76.1	"no"	"CCCC"	8	21	0	"Jack Sparrow"	"sabre"	0	3.27	21	"Finding Nemo"	10
"966"	966	"male"	26	177.81	74.9	"yes"	"CCCC"	11	9	5	"Jack Sparrow"	"cutlass"	0	0.52	27	"The Incredibles"	11
"967"	967	"female"	27	162.06	54.9	"yes"	"CCCC"	6	3	0	"Edward Low"	"cutlass"	1	0.55	0	"Cars 2"	12
"968"	968	"male"	26	176.28	73.6	"no"	"CCCC"	6	6	2	"Jack Sparrow"	"banana"	0	9.48	26	"Finding Nemo"	9
"969"	969	"male"	23	169.69	67.2	"yes"	"CCCC"	11	1	0	"Lewis Scot"	"cutlass"	1	0.44	16	"Toy Story"	14
"970"	970	"male"	17	186.2	83.8	"yes"	"CCCC"	12	17	3	"Jack Sparrow"	"cutlass"	0	0.92	25	"Finding Nemo"	12
"971"	971	"male"	27	179	68.6	"yes"	"CCCC"	7	3	12	"Jack Sparrow"	"cutlass"	0	0.78	17	"Finding Nemo"	12
"972"	972	"male"	31	177.47	75.5	"yes"	"JSSFP"	9	7	0	"Jack Sparrow"	"cutlass"	1	0.05	27	"Up"	8
"973"	973	"male"	28	183.56	82.5	"yes"	"CCCC"	10	4	1	"Blackbeard"	"cutlass"	1	2.72	19	"Inside Out"	10
"974"	974	"male"	31	188.38	82.8	"yes"	"CCCC"	14	65	7	"Lewis Scot"	"cutlass"	1	0.18	21	"The Incredibles"	10
"975"	975	"female"	35	152.16	58.7	"yes"	"JSSFP"	8	4	16	"Blackbeard"	"cutlass"	1	0.7	1	"WALL-E"	9
"976"	976	"male"	21	176.95	70.9	"yes"	"CCCC"	7	26	1	"Hook"	"cutlass"	1	0.01	20	"Inside Out"	11
"977"	977	"female"	29	160.87	65.1	"yes"	"CCCC"	14	11	0	"Lewis Scot"	"cutlass"	1	0.4	1	"Monsters University"	12
"978"	978	"male"	15	176.33	70.2	"yes"	"CCCC"	12	1	3	"Jack Sparrow"	"cutlass"	0	1.22	24	"The Incredibles"	13
"979"	979	"female"	19	152.44	54.7	"yes"	"CCCC"	11	41	0	"Anicetus"	"cutlass"	0	1.49	0	"Finding Nemo"	13
"980"	980	"female"	33	161.61	70.4	"yes"	"JSSFP"	12	20	4	"Hook"	"cutlass"	1	1.3	2	"Toy Story 2"	9
"981"	981	"female"	32	161.1	56.8	"yes"	"JSSFP"	11	64	1	"Lewis Scot"	"cutlass"	1	0.5	1	"Inside Out"	10
"982"	982	"female"	30	170.72	67.7	"yes"	"JSSFP"	9	51	6	"Blackbeard"	"cutlass"	1	0.11	1	"Inside Out"	14
"983"	983	"male"	19	165.42	67.4	"yes"	"CCCC"	10	24	3	"Jack Sparrow"	"scimitar"	1	4.05	10	"Inside Out"	5
"984"	984	"female"	30	186.3	78.3	"yes"	"CCCC"	12	26	5	"Blackbeard"	"cutlass"	1	0.14	0	"Up"	15
"985"	985	"female"	27	149.63	48.7	"yes"	"CCCC"	11	0	0	"Anicetus"	"cutlass"	1	0.05	2	"WALL-E"	6
"986"	986	"male"	27	179.29	79.6	"yes"	"CCCC"	13	24	6	"Jack Sparrow"	"cutlass"	0	0.17	30	"Finding Nemo"	9
"987"	987	"female"	31	161.65	62.1	"yes"	"JSSFP"	15	30	1	"Jack Sparrow"	"cutlass"	0	0.36	0	"WALL-E"	14
"988"	988	"female"	32	160.55	64.5	"yes"	"JSSFP"	9	19	2	"Jack Sparrow"	"cutlass"	0	1.54	0	"Finding Nemo"	7
"989"	989	"male"	23	175.95	81.6	"yes"	"CCCC"	17	26	1	"Jack Sparrow"	"cutlass"	1	0.63	25	"Inside Out"	10
"990"	990	"male"	29	164.79	63.7	"yes"	"CCCC"	10	37	10	"Blackbeard"	"cutlass"	1	0.37	23	"Inside Out"	7
"991"	991	"male"	24	186.27	86.9	"yes"	"CCCC"	13	6	3	"Jack Sparrow"	"cutlass"	0	0.34	17	"Finding Nemo"	14
"992"	992	"male"	26	173.1	73.7	"yes"	"CCCC"	13	6	0	"Jack Sparrow"	"cutlass"	0	0.02	23	"Finding Nemo"	14
"993"	993	"female"	31	161.17	61.4	"no"	"JSSFP"	7	15	2	"Blackbeard"	"scimitar"	1	5.45	1	"Up"	9
"994"	994	"female"	37	153.95	65.2	"yes"	"JSSFP"	11	12	2	"Jack Sparrow"	"cutlass"	1	1.94	0	"Inside Out"	12
"995"	995	"male"	34	172.45	75	"yes"	"JSSFP"	9	18	16	"Jack Sparrow"	"cutlass"	1	0.16	18	"Toy Story 3"	10
"996"	996	"male"	26	178.83	70.8	"yes"	"CCCC"	14	11	2	"Jack Sparrow"	"cutlass"	0	0.46	20	"Up"	13
"997"	997	"female"	34	157.2	53.6	"yes"	"JSSFP"	13	48	2	"Hook"	"cutlass"	0	0.15	0	"Finding Nemo"	8
"998"	998	"male"	36	175.74	72.4	"yes"	"JSSFP"	9	95	14	"Jack Sparrow"	"cutlass"	1	1.28	18	"The Incredibles"	11
"999"	999	"male"	30	175.24	70.2	"yes"	"JSSFP"	9	6	0	"Lewis Scot"	"cutlass"	1	0.21	24	"Inside Out"	10
"1000"	1000	"male"	30	189.45	84	"yes"	"JSSFP"	10	36	1	"Jack Sparrow"	"cutlass"	0	0.95	19	"Up"	14
